Index       TIME              V(IN)            V(IN1)            V(OUT)            V(VDD)            V(GATE)           V(OUT)            I(V_IN)          I(V_VDD)          I(R_LOAD)    
82       5.46641870e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
83       5.56641870e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
84       5.66641870e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
85       5.76641870e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
86       5.86641870e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
87       5.96641870e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
88       6.00000000e-10    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
89       6.00062500e-10    5.00000000e-03    1.45011342e-03    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -3.54988658e-06    0.00000000e+00    0.00000000e+00
90       6.00187500e-10    1.50000000e-02    7.54267922e-03    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -7.45732078e-06    0.00000000e+00    0.00000000e+00
91       6.00300000e-10    2.40000000e-02    1.45161087e-02    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -9.48389134e-06    0.00000000e+00    0.00000000e+00
92       6.00412500e-10    3.30000000e-02    2.20343135e-02    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.09656865e-05    0.00000000e+00    0.00000000e+00
93       6.00637500e-10    5.10000000e-02    3.89543552e-02    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.20456448e-05    0.00000000e+00    0.00000000e+00
94       6.01087500e-10    8.70000000e-02    7.47229237e-02    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.22770763e-05    0.00000000e+00    0.00000000e+00
95       6.01537500e-10    1.23000000e-01    1.10766992e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.22330080e-05    0.00000000e+00    0.00000000e+00
96       6.02437500e-10    1.95000000e-01    1.82756442e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.22435575e-05    0.00000000e+00    0.00000000e+00
97       6.04237500e-10    3.39000000e-01    3.26762334e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.22376656e-05    0.00000000e+00    0.00000000e+00
98       6.07837500e-10    6.27000000e-01    6.14757700e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.22423002e-05    0.00000000e+00    0.00000000e+00
99       6.10000000e-10    8.00000000e-01    7.87761286e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.22387145e-05    0.00000000e+00    0.00000000e+00
100      6.10217821e-10    8.00000000e-01    7.94950170e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -5.04983000e-06    0.00000000e+00    0.00000000e+00
101      6.10383945e-10    8.00000000e-01    7.97578786e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -2.42121447e-06    0.00000000e+00    0.00000000e+00
102      6.10550068e-10    8.00000000e-01    7.99282484e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -7.17515560e-07    0.00000000e+00    0.00000000e+00
103      6.10882316e-10    8.00000000e-01    8.00029240e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    2.92403504e-08    0.00000000e+00    0.00000000e+00
104      6.11546812e-10    8.00000000e-01    7.99988848e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -1.11517578e-08    0.00000000e+00    0.00000000e+00
105      6.12211307e-10    8.00000000e-01    8.00003769e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    3.76882051e-09    0.00000000e+00    0.00000000e+00
106      6.13540298e-10    8.00000000e-01    7.99997226e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -2.77427219e-09    0.00000000e+00    0.00000000e+00
107      6.16198280e-10    8.00000000e-01    8.00001742e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00    1.74229977e-09    0.00000000e+00    0.00000000e+00
108      6.21514244e-10    8.00000000e-01    7.99997963e-01    0.00000000e+00    1.00000000e+00    1.00000000e+00    0.00000000e+00   -2.03676873e-09    0.00000000e+00    0.00000000e+00
